date,time,site,latitude,longitude,source,metric_type,parameter,value,unit,flag
2014-06-20,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24.6,cfu/100mL,Swim
2014-06-20,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,39.5,cfu/100mL,Swim
2014-06-20,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,37.3,cfu/100mL,Swim
2014-06-20,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,47.5,cfu/100mL,Swim
2014-06-20,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,15.5,cfu/100mL,Swim
2014-06-21,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,13.2,cfu/100mL,Swim
2014-06-21,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11.5,cfu/100mL,Swim
2014-06-21,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,14.3,cfu/100mL,Swim
2014-06-21,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,30.6,cfu/100mL,Swim
2014-06-21,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,31.8,cfu/100mL,Swim
2014-06-22,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,35.2,cfu/100mL,Swim
2014-06-22,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11.5,cfu/100mL,Swim
2014-06-22,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17.4,cfu/100mL,Swim
2014-06-22,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,36.5,cfu/100mL,Swim
2014-06-22,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10.0,cfu/100mL,Swim
2014-06-23,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,14.3,cfu/100mL,Swim
2014-06-23,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29.9,cfu/100mL,Swim
2014-06-23,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22.7,cfu/100mL,Swim
2014-06-23,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24.7,cfu/100mL,Swim
2014-06-23,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,20.5,cfu/100mL,Swim
2014-06-24,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10.0,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-24,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,60.0,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-24,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,13.2,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-24,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29.6,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-24,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,28.6,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-25,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-25,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,508,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-25,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,87,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-25,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,1000,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-25,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,830,cfu/100mL,Swimming not recommended (Rainfall)
2014-06-26,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,53,cfu/100mL,Swim
2014-06-26,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,456,cfu/100mL,Swimming not recommended
2014-06-26,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,736,cfu/100mL,Swimming not recommended
2014-06-26,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,404,cfu/100mL,Swimming not recommended
2014-06-26,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,109,cfu/100mL,Swimming not recommended
2014-06-27,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,31,cfu/100mL,Swim
2014-06-27,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,99,cfu/100mL,Swimming not recommended
2014-06-27,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,187,cfu/100mL,Swimming not recommended
2014-06-27,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,135,cfu/100mL,Swimming not recommended
2014-06-27,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,45,cfu/100mL,Swim
2014-06-28,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,20,cfu/100mL,Swim
2014-06-28,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,23,cfu/100mL,Swim
2014-06-28,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,88,cfu/100mL,Swim
2014-06-28,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,73,cfu/100mL,Swim
2014-06-28,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,41,cfu/100mL,Swim
2014-06-29,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,27,cfu/100mL,Swim
2014-06-29,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,19,cfu/100mL,Swim
2014-06-29,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,57,cfu/100mL,Swim
2014-06-29,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,50,cfu/100mL,Swim
2014-06-29,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,32,cfu/100mL,Swim
2014-06-30,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24,cfu/100mL,Swim
2014-06-30,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,27,cfu/100mL,Swim
2014-06-30,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29,cfu/100mL,Swim
2014-06-30,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,39,cfu/100mL,Swim
2014-06-30,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,59,cfu/100mL,Swim
2014-07-01,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swim
2014-07-01,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11,cfu/100mL,Swim
2014-07-01,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,26,cfu/100mL,Swim
2014-07-01,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-01,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,20,cfu/100mL,Swim
2014-07-02,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,95,cfu/100mL,Swim
2014-07-02,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,25,cfu/100mL,Swim
2014-07-02,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swim
2014-07-02,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,217,cfu/100mL,Swimming not recommended
2014-07-02,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,75,cfu/100mL,Swim
2014-07-03,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-03,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,21,cfu/100mL,Swim
2014-07-03,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-03,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,62,cfu/100mL,Swim
2014-07-03,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,1000,cfu/100mL,Swimming not recommended
2014-07-04,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-04,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,14,cfu/100mL,Swim
2014-07-04,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,30,cfu/100mL,Swim
2014-07-04,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,122,cfu/100mL,Swim
2014-07-04,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,72,cfu/100mL,Swim
2014-07-05,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,12,cfu/100mL,Swim
2014-07-05,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,26,cfu/100mL,Swim
2014-07-05,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,34,cfu/100mL,Swim
2014-07-05,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,27,cfu/100mL,Swim
2014-07-05,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24,cfu/100mL,Swim
2014-07-06,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swim
2014-07-06,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11,cfu/100mL,Swim
2014-07-06,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,20,cfu/100mL,Swim
2014-07-06,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29,cfu/100mL,Swim
2014-07-06,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,35,cfu/100mL,Swim
2014-07-07,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,12,cfu/100mL,Swim
2014-07-07,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-07,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swim
2014-07-07,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,39,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-07,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,207,cfu/100mL,Swimming not recommended
2014-07-08,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,13,cfu/100mL,Swim
2014-07-08,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,20,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-08,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,14,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-08,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,157,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-08,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-09,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,36,cfu/100mL,Swim
2014-07-09,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,151,cfu/100mL,Swim
2014-07-09,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,38,cfu/100mL,Swim
2014-07-09,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,604,cfu/100mL,Swimming not recommended
2014-07-09,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,1000,cfu/100mL,Swimming not recommended
2014-07-10,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,30,cfu/100mL,Swim
2014-07-10,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,45,cfu/100mL,Swim
2014-07-10,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,182,cfu/100mL,Swim
2014-07-10,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,242,cfu/100mL,Swimming not recommended
2014-07-10,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,31,cfu/100mL,Swim
2014-07-11,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swim
2014-07-11,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-11,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,32,cfu/100mL,Swim
2014-07-11,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,59,cfu/100mL,Swim
2014-07-11,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,19,cfu/100mL,Swim
2014-07-12,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,12,cfu/100mL,Swim
2014-07-12,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,15,cfu/100mL,Swim
2014-07-12,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swim
2014-07-12,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29,cfu/100mL,Swim
2014-07-12,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24,cfu/100mL,Swim
2014-07-13,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swim
2014-07-13,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-13,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-13,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,25,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-13,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,31,cfu/100mL,Swimming not recommended (Rainfall)
2014-07-14,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-14,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-14,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11,cfu/100mL,Swim
2014-07-14,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,215,cfu/100mL,Swimming not recommended
2014-07-14,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,262,cfu/100mL,Swimming not recommended
2014-07-15,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-15,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17,cfu/100mL,Swim
2014-07-15,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-15,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,81,cfu/100mL,Swim
2014-07-15,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-16,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swim
2014-07-16,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,19,cfu/100mL,Swim
2014-07-16,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17,cfu/100mL,Swim
2014-07-16,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,40,cfu/100mL,Swim
2014-07-16,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,79,cfu/100mL,Swim
2014-07-17,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-17,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,52,cfu/100mL,Swim
2014-07-17,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,14,cfu/100mL,Swim
2014-07-17,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-17,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-18,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,13,cfu/100mL,Swim
2014-07-18,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,25,cfu/100mL,Swim
2014-07-18,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,15,cfu/100mL,Swim
2014-07-18,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18,cfu/100mL,Swim
2014-07-18,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,54,cfu/100mL,Swim
2014-07-19,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swim
2014-07-19,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,36,cfu/100mL,Swim
2014-07-19,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,26,cfu/100mL,Swim
2014-07-19,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,37,cfu/100mL,Swim
2014-07-19,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17,cfu/100mL,Swim
2014-07-20,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,24,cfu/100mL,Swim
2014-07-20,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,23,cfu/100mL,Swim
2014-07-20,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22,cfu/100mL,Swim
2014-07-20,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,23,cfu/100mL,Swim
2014-07-20,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swim
2014-07-21,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29,cfu/100mL,Swim
2014-07-21,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29,cfu/100mL,Swim
2014-07-21,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,36,cfu/100mL,Swim
2014-07-21,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,27,cfu/100mL,Swim
2014-07-21,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,27,cfu/100mL,Swim
2014-07-22,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11,cfu/100mL,Swim
2014-07-22,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,10,cfu/100mL,Swim
2014-07-22,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,29,cfu/100mL,Swim
2014-07-22,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,16,cfu/100mL,Swim
2014-07-22,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,33,cfu/100mL,Swim
2014-07-23,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,15,cfu/100mL,Swim
2014-07-23,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,33,cfu/100mL,Swim
2014-07-23,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11,cfu/100mL,Swim
2014-07-23,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,21,cfu/100mL,Swim
2014-07-23,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,118,cfu/100mL,Swim
2014-07-24,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17,cfu/100mL,Swim
2014-07-24,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,11,cfu/100mL,Swim
